module	dlib	state	tk5_rmid	ce_rmid	bytes_tk5	bytes_ce	bytes_equal	v_tk5	v_ce	sect_tk5	sect_ce	diff_tk5	diff_ce	len_tk5	len_ce
AHLTSIO	AOS11	same	FBB1221	FBB1221	2877	2877	Y	differs	differs	1	1	0	0	Y	Y
AHLTSLIP	AOS11	rmid-differs	UZ61726	UZ36952	7817	7809	N	differs	differs	1	1	0	0	Y	Y
AHLTSVC	AOS11	same	UZ38061	UZ38061	9517	9517	Y	differs	differs	1	1	0	0	Y	Y
AHLTSYFL	AOS11	same	EBB1102	EBB1102	2153	2153	Y	differs	differs	1	1	21	21	N	N
AHLTSYSM	AOS11	same	FBB1221	FBB1221	4449	4449	Y	differs	differs	1	1	0	0	Y	Y
AHLTTAB	AOS11	same	EBB1102	EBB1102	1829	1829	Y	differs	differs	1	1	325	325	N	N
AHLTUSR	AOS11	same	UZ35279	UZ35279	1809	1809	Y	differs	differs	1	1	0	0	Y	Y
AHLTVTAM	AOS11	same	UZ90122	UZ90122	2097	2097	Y	identical	identical	1	1	0	0	N	N
AHLTXSYS	AOS11	same	EBB1102	EBB1102	2885	2885	Y	identical	identical	1	1	0	0	N	N
AHLVCOFF	AOS11	same	UZ24956	UZ24956	525	525	Y	differs	differs	1	1	30	30	N	N
AHLVCON	AOS11	same	UZ24956	UZ24956	533	533	Y	differs	differs	1	1	0	0	Y	Y
AHLWRMSG	AOS11	same	EBB1102	EBB1102	1013	1013	Y	differs	differs	1	1	11	11	N	N
AHLWTASK	AOS11	same	UZ70539	UZ70539	3365	3365	Y	differs	differs	1	1	0	0	Y	Y
AHLWTMSG	AOS11	same	EBB1102	EBB1102	685	685	Y	differs	differs	1	1	6	6	N	N
AHLWTO	AOS11	rmid-differs	UZ60842	FBB1221	1373	1337	N	differs	differs	1	1	0	0	Y	Y
AHLWWRIT	AOS11	rmid-differs	UY14400	UZ79327	9173	9081	N	differs	differs	1	1	0	0	Y	Y
AKJLKMSG	ACMDLIB	same	UZ54575	UZ54575	3917	3917	Y	identical	identical	1	1	0	0	N	N
AMAPTF01	AOS12	same	EBB1102	EBB1102	4145	4145	Y	differs	differs	1	1	395	395	N	N
AMAPTF02	AOS12	same	EBB1102	EBB1102	873	873	Y	differs	differs	1	1	1	1	N	N
AMASPZAP	AOS12	same	UZ32524	UZ32524	14528	14528	Y	identical	identical	4	4	0	0	N	N
AMDPRAPP	AOS12	same	UZ60057	UZ60057	5209	5209	N	differs	differs	1	1	0	0	Y	Y
AMDPRCTL	AOS12	same	UZ57439	UZ57439	8144	8144	Y	differs	differs	4	4	0	0	Y	Y
AMDPRCVT	AOS12	same	FBB1221	FBB1221	5237	5237	Y	differs	differs	1	1	0	0	Y	Y
AMDPRDPS	AOS12	same	UZ21709	UZ21709	4245	4245	Y	differs	differs	1	1	0	0	Y	Y
AMDPREAD	AOS12	same	UZ30889	UZ30889	4557	4557	Y	differs	differs	1	1	0	0	Y	Y
AMDPRECT	AOS12	same	UZ68783	UZ68783	766	766	Y	identical	identical	1	1	0	0	N	N
AMDPREID	AOS12	same	EBB1102	EBB1102	561	561	Y	identical	identical	1	1	0	0	N	N
AMDPREXT	AOS12	same	EBB1102	EBB1102	2365	2365	Y	differs	differs	1	1	479	479	N	N
AMDPRFAR	AOS12	same	FBB1221	FBB1221	5617	5617	Y	identical	identical	1	1	0	0	N	N
AMDPRFDS	AOS12	same	UZ30196	UZ30196	12818	12818	Y	differs	differs	1	1	0	0	Y	Y
AMDPRFLT	AOS12	same	UZ61819	UZ61819	1741	1741	N	differs	differs	1	1	0	0	Y	Y
AMDPRFMG	AOS12	same	UZ23020	UZ23020	1438	1438	Y	differs	differs	1	1	15	15	N	N
AMDPRFMT	ALPALIB	same	UZ64456	UZ64456	1142	1142	Y	differs	differs	1	1	0	0	Y	Y
AMDPRFRM	AOS12	same	UZ60057	UZ60057	3249	3249	N	differs	differs	1	1	0	0	Y	Y
AMDPRFSC	AOS12	same	EBB1102	EBB1102	5689	5689	Y	differs	differs	1	1	189	189	N	N
AMDPRFUB	AOS12	same	UZ28396	UZ28396	1965	1965	Y	differs	differs	1	1	0	0	Y	Y
AMDPRFXT	AOS12	same	EBB1102	EBB1102	1189	1189	Y	differs	differs	1	1	2	2	N	N
AMDPRGCD	AOS12	same	UZ37426	UZ37426	16973	16973	Y	differs	differs	1	1	0	0	Y	Y
AMDPRGET	AOS12	rmid-differs	UY47701	UZ62809	5285	5317	N	differs	differs	1	1	0	0	Y	Y
AMDPRLOD	AOS12	same	UZ54747	UZ54747	4757	4757	Y	differs	differs	1	1	0	0	Y	Y
AMDPRLPA	AOS12	same	EBB1102	EBB1102	1941	1941	Y	differs	differs	2	2	0	0	N	N
AMDPRNUC	AOS12	same	EBB1102	EBB1102	2741	2741	Y	differs	differs	1	1	55	55	N	N
AMDPROOT	AOS12	same	EBB1102	EBB1102	1493	1493	Y	differs	differs	1	1	599	599	N	N
AMDPRPCR	AOS12	same	EBB1102	EBB1102	1037	1037	Y	differs	differs	1	1	108	108	N	N
AMDPRPJB	AOS12	same	EBB1102	EBB1102	2938	2938	Y	differs	differs	2	2	204	204	N	N
AMDPRPMS	AOS12	same	EBB1102	EBB1102	6234	6234	Y	differs	differs	2	2	443	443	N	N
AMDPRQCB	AOS12	same	UZ29464	UZ29464	4357	4357	Y	differs	differs	1	1	0	0	Y	Y
AMDPRREC	AOS12	same	UZ65488	UZ65488	3465	3465	Y	differs	differs	1	1	0	0	Y	Y
AMDPRSCN	AOS12	same	UZ27795	UZ27795	5733	5733	Y	differs	differs	1	1	0	0	Y	Y
AMDPRSEG	AOS12	same	UZ57439	UZ57439	4165	4165	Y	differs	differs	1	1	0	0	Y	Y
AMDPRSMG	AOS12	same	EBB1102	EBB1102	1005	1005	Y	differs	differs	1	1	10	10	N	N
AMDPRSUM	AOS12	same	UZ25456	UZ25456	15885	15885	Y	differs	differs	1	1	0	0	Y	Y
AMDPRUIM	AOS12	same	UZ78739	UZ78739	3943	3943	Y	differs	differs	2	2	8	8	Y	Y
AMDSAAID	AOS12	same	EBB1102	EBB1102	1245	1245	Y	differs	differs	1	1	80	80	N	N
AMDSAAMR	AOS12	same	EBB1102	EBB1102	1461	1461	Y	differs	differs	1	1	11	11	N	N
AMDSAARD	AOS12	same	EBB1102	EBB1102	1797	1797	Y	differs	differs	1	1	146	146	N	N
AMDSAASM	AOS12	same	EBB1102	EBB1102	1149	1149	Y	differs	differs	1	1	3	3	N	N
AMDSAAUD	AOS12	same	UZ59074	UZ59074	1745	1745	Y	differs	differs	1	1	0	0	Y	Y
AMDSABUF	AOS12	same	EBB1102	EBB1102	1389	1389	Y	differs	differs	1	1	82	82	N	N
AMDSACON	AOS12	same	UZ59074	UZ59074	1701	1701	Y	differs	differs	1	1	0	0	Y	Y
AMDSACSA	AOS12	same	EBB1102	EBB1102	829	829	Y	differs	differs	1	1	58	58	N	N
AMDSADER	AOS12	same	EBB1102	EBB1102	3565	3565	Y	differs	differs	1	1	113	113	N	N
AMDSAFRM	AOS12	same	EBB1102	EBB1102	517	517	Y	differs	differs	1	1	5	5	N	N
AMDSAGTF	AOS12	same	EBB1102	EBB1102	1437	1437	Y	differs	differs	1	1	100	100	N	N
AMDSAGTM	AOS12	same	EBB1102	EBB1102	621	621	Y	differs	differs	1	1	9	9	N	N
AMDSAIOI	AOS12	same	UZ59074	UZ59074	2349	2349	Y	differs	differs	1	1	0	0	Y	Y
AMDSALDR	AOS12	same	EBB1102	EBB1102	6021	6021	Y	differs	differs	1	1	0	0	Y	Y
AMDSAMDM	AOS12	same	EBB1102	EBB1102	2165	2165	Y	differs	differs	1	1	276	276	N	N
AMDSAMSG	AOS12	same	EBB1102	EBB1102	1309	1309	Y	differs	differs	1	1	11	11	N	N
AMDSAPGE	AOS12	same	EBB1102	EBB1102	5313	5313	Y	differs	differs	1	1	61	61	N	N
AMDSAPGI	AOS12	same	EBB1102	EBB1102	1341	1341	Y	differs	differs	1	1	8	8	N	N
AMDSAPRO	AOS12	same	UZ59074	UZ59074	2526	2526	Y	differs	differs	1	1	259	259	N	N
AMDSARSM	AOS12	same	EBB1102	EBB1102	2229	2229	Y	identical	identical	1	1	0	0	N	N
AMDSASIN	AOS12	same	EBB1102	EBB1102	2541	2541	Y	differs	differs	1	1	182	182	N	N
AMDSASIO	AOS12	same	UZ59074	UZ59074	2721	2721	Y	differs	differs	1	1	0	0	Y	Y
AMDSASVI	AOS12	same	EBB1102	EBB1102	2665	2665	Y	differs	differs	1	1	78	78	N	N
AMDSATER	AOS12	same	UZ59074	UZ59074	4793	4793	Y	differs	differs	1	1	0	0	Y	Y
AMDSATXT	AOS12	same	EBB1102	EBB1102	2849	2849	Y	differs	differs	1	1	20	20	N	N
AMDSAUCB	AOS12	rmid-differs	UZ54894	FBB1221	1341	1297	N	differs	differs	1	1	0	0	Y	Y
AMDSAUPD	AOS12	same	EBB1102	EBB1102	1093	1093	Y	differs	differs	1	1	67	67	N	N
AMDSAVCK	AOS12	same	EBB1102	EBB1102	1953	1953	Y	differs	differs	1	1	30	30	N	N
AMDSAWAT	AOS12	same	EBB1102	EBB1102	1413	1413	Y	differs	differs	1	1	91	91	N	N
AMDSYS00	AOS12	same	FBB1221	FBB1221	2481	2481	Y	differs	differs	1	1	0	0	Y	Y
AMDSYS02	AOS12	same	UZ37851	UZ37851	1701	1701	Y	differs	differs	1	1	40	40	N	N
AMDSYS04	AOS12	same	UZ37852	UZ37852	12189	12189	Y	differs	differs	1	1	0	0	Y	Y
AMDSYS05	AOS12	same	UZ37851	UZ37851	1209	1209	Y	differs	differs	1	1	0	0	Y	Y
AMDSYS06	AOS12	same	UZ37851	UZ37851	1277	1277	Y	identical	identical	1	1	0	0	N	N
AMDUSRF9	ALPALIB	same	UZ21888	UZ21888	1398	1398	Y	differs	differs	1	1	3	3	N	N
AMDUSRFD	AOS24	same	UZ29793	UZ29793	4253	4253	Y	differs	differs	1	1	0	0	Y	Y
AMDUSRFE	ALPALIB	same	UZ22219	UZ22219	2150	2150	Y	identical	identical	1	1	0	0	N	N
BLSCAAMS	AOS32	same	EIP1102	EIP1102	2457	2457	Y	identical	identical	1	1	0	0	N	N
BLSCABLD	AOS32	same	UZ32040	UZ32040	6534	6534	Y	identical	identical	1	1	0	0	N	N
BLSCADST	AOS32	same	EIP1102	EIP1102	793	793	Y	identical	identical	1	1	0	0	N	N
BLSCADYN	AOS32	same	UZ90098	UZ90098	1714	1714	Y	differs	differs	1	1	12	12	N	N
BLSCAINT	AOS32	same	UZ90098	UZ90098	1494	1494	Y	differs	differs	1	1	11	11	N	N
BLSCALOC	AOS32	same	UZ90098	UZ90098	2142	2142	Y	differs	differs	1	1	7	7	N	N
BLSCAMER	AOS32	same	EIP1102	EIP1102	3097	3097	Y	identical	identical	1	1	0	0	N	N
BLSCAMIN	AOS32	same	EIP1102	EIP1102	937	937	Y	identical	identical	1	1	0	0	N	N
BLSCAMOD	AOS32	same	UZ90098	UZ90098	4403	4403	Y	differs	differs	1	1	0	0	Y	Y
BLSCAMPR	AOS32	same	EIP1102	EIP1102	945	945	Y	identical	identical	1	1	0	0	N	N
BLSCANAL	AOS32	same	EIP1102	EIP1102	1601	1601	Y	identical	identical	1	1	0	0	N	N
BLSCANLE	AOS32	same	UZ90098	UZ90098	3502	3502	Y	differs	differs	1	1	7	7	N	N
BLSCANLI	AOS32	same	EIP1102	EIP1102	1185	1185	Y	identical	identical	1	1	0	0	N	N
BLSCENDD	AOS32	same	EIP1102	EIP1102	881	881	Y	differs	differs	1	1	20	20	N	N
BLSCERSE	AOS32	same	EIP1102	EIP1102	1161	1161	Y	differs	differs	1	1	165	165	N	N
BLSCFAMS	AOS32	same	EIP1102	EIP1102	2769	2769	Y	identical	identical	1	1	0	0	N	N
BLSCFDYN	AOS32	same	UZ90098	UZ90098	2274	2274	Y	differs	differs	1	1	14	14	N	N
BLSCFREE	AOS32	same	EIP1102	EIP1102	1105	1105	Y	identical	identical	1	1	0	0	N	N
BLSCGETT	AOS32	same	UZ90098	UZ90098	1614	1614	Y	differs	differs	1	1	481	481	N	N
BLSCGMF	AOS32	same	EIP1102	EIP1102	1169	1169	Y	identical	identical	1	1	0	0	N	N
BLSCHOK	AOS32	same	EIP1102	EIP1102	705	705	Y	identical	identical	1	1	0	0	N	N
BLSCOPEN	AOS32	same	UZ90098	UZ90098	1722	1722	Y	differs	differs	1	1	17	17	N	N
BLSCPOIN	AOS32	same	EIP1102	EIP1102	1145	1145	Y	differs	differs	1	1	136	136	N	N
BLSCPUTT	AOS32	same	EIP1102	EIP1102	1561	1561	Y	differs	differs	1	1	0	0	Y	Y
BLSCRECV	AOS32	same	EIP1102	EIP1102	561	561	Y	identical	identical	1	1	0	0	N	N
BLSCRFM	AOS32	same	EIP1102	EIP1102	921	921	Y	identical	identical	1	1	0	0	N	N
BLSCRQST	AOS32	same	EIP1102	EIP1102	1289	1289	Y	identical	identical	1	1	0	0	N	N
BLSCRTCB	AOS32	same	EIP1102	EIP1102	1033	1033	Y	identical	identical	1	1	0	0	N	N
BLSCSETT	AOS32	same	EIP1102	EIP1102	1401	1401	Y	identical	identical	1	1	0	0	N	N
BLSCVALT	AOS32	same	EIP1102	EIP1102	641	641	Y	identical	identical	1	1	0	0	N	N
BLSDADSD	AOS32	same	UZ90098	UZ90098	830	830	Y	differs	differs	1	1	12	12	N	N
BLSDAPDR	AOS32	same	UZ90098	UZ90098	822	822	Y	differs	differs	1	1	8	8	N	N
BLSDC070	AOS32	same	EIP1102	EIP1102	673	673	Y	identical	identical	1	1	0	0	N	N
BLSDC128	AOS32	same	EIP1102	EIP1102	673	673	Y	identical	identical	1	1	0	0	N	N
BLSDC600	AOS32	same	EIP1102	EIP1102	673	673	Y	identical	identical	1	1	0	0	N	N
BLSDDT00	AOS32	same	EIP1102	EIP1102	1297	1297	Y	identical	identical	1	1	0	0	N	N
BLSDENQP	AOS32	same	EIP1102	EIP1102	649	649	Y	identical	identical	1	1	0	0	N	N
BLSDFDSD	AOS32	same	EIP1102	EIP1102	1689	1689	Y	identical	identical	1	1	0	0	N	N
BLSDFPDR	AOS32	same	EIP1102	EIP1102	1841	1841	Y	identical	identical	1	1	0	0	N	N
BLSDMSG0	AOS32	same	EIP1102	EIP1102	1665	1665	Y	identical	identical	1	1	0	0	N	N
BLSDMSGS	AOS32	same	UZ33109	UZ33109	10535	10535	Y	differs	differs	1	1	393	393	N	N
BLSDPC00	AOS32	same	EIP1102	EIP1102	721	721	Y	identical	identical	1	1	0	0	N	N
BLSDSTAE	AOS32	same	EIP1102	EIP1102	609	609	Y	differs	differs	1	1	6	6	N	N
BLSDSV00	AOS32	same	EIP1102	EIP1102	593	593	Y	identical	identical	1	1	0	0	N	N
BLSDTIME	AOS32	same	EIP1102	EIP1102	1401	1401	Y	identical	identical	1	1	0	0	N	N
BLSDTM00	AOS32	same	EIP1102	EIP1102	1017	1017	Y	identical	identical	1	1	0	0	N	N
BLSDWAIT	AOS32	same	EIP1102	EIP1102	633	633	Y	identical	identical	1	1	0	0	N	N
BLSEADP1	AOS32	same	UZ90098	UZ90098	2502	2502	Y	differs	differs	1	1	8	8	N	N
BLSEAUTH	AOS32	same	EIP1102	EIP1102	801	801	Y	identical	identical	1	1	0	0	N	N
BLSEDEL0	AOS32	same	EIP1102	EIP1102	2488	2488	Y	identical	identical	2	2	0	0	N	N
BLSEDEL1	AOS32	same	EIP1102	EIP1102	825	825	Y	identical	identical	1	1	0	0	N	N
BLSEDELC	AOS32	same	EIP1102	EIP1102	1105	1105	Y	identical	identical	1	1	0	0	N	N
BLSELPCC	AOS32	same	EIP1102	EIP1102	729	729	Y	identical	identical	1	1	0	0	N	N
BLSELPCL	AOS32	same	EIP1102	EIP1102	977	977	Y	identical	identical	1	1	0	0	N	N
BLSELPDR	AOS32	same	UZ90097	UZ90097	5246	5246	Y	differs	differs	1	1	7	7	N	N
BLSELPDS	AOS32	same	EIP1102	EIP1102	689	689	Y	identical	identical	1	1	0	0	N	N
BLSELPFM	AOS32	same	EIP1102	EIP1102	745	745	Y	identical	identical	1	1	0	0	N	N
BLSELPFR	AOS32	same	EIP1102	EIP1102	1465	1465	Y	identical	identical	1	1	0	0	N	N
BLSELPOP	AOS32	same	EIP1102	EIP1102	4761	4761	Y	identical	identical	1	1	0	0	N	N
BLSEMDP1	AOS32	same	EIP1102	EIP1102	1417	1417	Y	identical	identical	1	1	0	0	N	N
BLSFAV00	AOS32	same	EIP1102	EIP1102	1113	1113	Y	identical	identical	1	1	0	0	N	N
BLSFBP00	AOS32	same	EIP1102	EIP1102	625	625	Y	identical	identical	1	1	0	0	N	N
BLSFCLOS	AOS32	same	EIP1102	EIP1102	729	729	Y	identical	identical	1	1	0	0	N	N
BLSFCN00	AOS32	same	EIP1102	EIP1102	1481	1481	Y	identical	identical	1	1	0	0	N	N
BLSFCONF	AOS32	same	EIP1102	EIP1102	825	825	Y	identical	identical	1	1	0	0	N	N
BLSFDALL	AOS32	same	EIP1102	EIP1102	1193	1193	Y	identical	identical	1	1	0	0	N	N
BLSFDD00	AOS32	same	EIP1102	EIP1102	1521	1521	Y	identical	identical	1	1	0	0	N	N
BLSFDDDP	AOS32	same	EIP1102	EIP1102	1681	1681	Y	identical	identical	1	1	0	0	N	N
BLSFDEL	AOS32	same	EIP1102	EIP1102	3161	3161	Y	identical	identical	1	1	0	0	N	N
BLSFDERS	AOS32	same	EIP1102	EIP1102	1105	1105	Y	identical	identical	1	1	0	0	N	N
BLSFDF00	AOS32	same	EIP1102	EIP1102	681	681	Y	identical	identical	1	1	0	0	N	N
BLSFDS00	AOS32	same	EIP1102	EIP1102	929	929	Y	identical	identical	1	1	0	0	N	N
BLSFERAS	AOS32	same	EIP1102	EIP1102	729	729	Y	identical	identical	1	1	0	0	N	N
BLSFFL00	AOS32	same	EIP1102	EIP1102	1041	1041	Y	identical	identical	1	1	0	0	N	N
BLSFFP00	AOS32	same	EIP1102	EIP1102	817	817	Y	identical	identical	1	1	0	0	N	N
BLSFGD00	AOS32	same	EIP1102	EIP1102	1201	1201	Y	identical	identical	1	1	0	0	N	N
BLSFGG00	AOS32	same	EIP1102	EIP1102	1233	1233	Y	identical	identical	1	1	0	0	N	N
BLSFGP00	AOS32	same	EIP1102	EIP1102	1201	1201	Y	identical	identical	1	1	0	0	N	N
BLSFLALL	AOS32	same	EIP1102	EIP1102	937	937	Y	identical	identical	1	1	0	0	N	N
BLSFLONE	AOS32	same	EIP1102	EIP1102	729	729	Y	identical	identical	1	1	0	0	N	N
BLSFLP00	AOS32	same	EIP1102	EIP1102	1297	1297	Y	identical	identical	1	1	0	0	N	N
BLSFND00	AOS32	same	EIP1102	EIP1102	841	841	Y	identical	identical	1	1	0	0	N	N
BLSFND01	AOS32	same	EIP1102	EIP1102	593	593	Y	identical	identical	1	1	0	0	N	N
BLSFOD00	AOS32	same	EIP1102	EIP1102	1321	1321	Y	identical	identical	1	1	0	0	N	N
BLSFOPEN	AOS32	same	EIP1102	EIP1102	897	897	Y	identical	identical	1	1	0	0	N	N
BLSFPARS	AOS32	same	EIP1102	EIP1102	1784	1784	Y	identical	identical	2	2	0	0	N	N
BLSFPERA	AOS32	same	EIP1102	EIP1102	1225	1225	Y	identical	identical	1	1	0	0	N	N
BLSFPERS	AOS32	same	EIP1102	EIP1102	937	937	Y	identical	identical	1	1	0	0	N	N
BLSFPS00	AOS32	same	EIP1102	EIP1102	1025	1025	Y	identical	identical	1	1	0	0	N	N
BLSFSCRT	AOS32	same	UZ90098	UZ90098	3006	3006	Y	differs	differs	1	1	9	9	N	N
BLSFSD00	AOS32	same	EIP1102	EIP1102	849	849	Y	identical	identical	1	1	0	0	N	N
BLSFSL00	AOS32	same	EIP1102	EIP1102	673	673	Y	identical	identical	1	1	0	0	N	N
BLSFTL00	AOS32	same	EIP1102	EIP1102	1017	1017	Y	identical	identical	1	1	0	0	N	N
BLSFUD00	AOS32	same	EIP1102	EIP1102	2049	2049	Y	identical	identical	1	1	0	0	N	N
BLSFUP00	AOS32	same	EIP1102	EIP1102	2049	2049	Y	identical	identical	1	1	0	0	N	N
BLSFVRFY	AOS32	same	EIP1102	EIP1102	1417	1417	Y	identical	identical	1	1	0	0	N	N
BLSRACC	AOS32	same	EIP1102	EIP1102	889	889	Y	identical	identical	1	1	0	0	N	N
BLSRACCL	AOS32	same	EIP1102	EIP1102	889	889	Y	identical	identical	1	1	0	0	N	N
BLSRACCQ	AOS32	same	EIP1102	EIP1102	1697	1697	Y	identical	identical	1	1	0	0	N	N
BLSRADD1	AOS32	same	UZ29981	UZ29981	3806	3806	Y	differs	differs	1	1	23	23	N	N
BLSRADD2	AOS32	same	EIP1102	EIP1102	577	577	Y	identical	identical	1	1	0	0	N	N
BLSRADD3	AOS32	same	UZ28623	UZ28623	974	974	Y	identical	identical	1	1	0	0	N	N
BLSRADD4	AOS32	same	UZ28623	UZ28623	710	710	Y	differs	differs	1	1	6	6	N	N
BLSRADDP	AOS32	same	EIP1102	EIP1102	1321	1321	Y	identical	identical	1	1	0	0	N	N
BLSRADDR	AOS32	same	EIP1102	EIP1102	1241	1241	Y	identical	identical	1	1	0	0	N	N
BLSRADDS	AOS32	same	EIP1102	EIP1102	609	609	Y	identical	identical	1	1	0	0	N	N
BLSRADDT	AOS32	same	EIP1102	EIP1102	609	609	Y	identical	identical	1	1	0	0	N	N
BLSRADDU	AOS32	same	EIP1102	EIP1102	761	761	Y	identical	identical	1	1	0	0	N	N
BLSRASCX	AOS32	same	EIP1102	EIP1102	1296	1296	Y	identical	identical	2	2	0	0	N	N
BLSRASM7	AOS32	same	EIP1102	EIP1102	3812	3812	Y	identical	identical	2	2	0	0	N	N
BLSRCOCL	AOS32	same	UZ90098	UZ90098	846	846	Y	identical	identical	1	1	0	0	N	N
BLSRCOHD	AOS32	same	UZ90098	UZ90098	1110	1110	Y	identical	identical	1	1	0	0	N	N
BLSRCOIN	AOS32	same	UZ90098	UZ90098	1438	1438	Y	identical	identical	1	1	0	0	N	N
BLSRCOMK	AOS32	same	UZ31057	UZ31057	3188	3188	Y	differs	differs	2	2	7	7	N	N
BLSRCOPY	AOS32	same	UZ90098	UZ90098	4044	4044	Y	identical	identical	2	2	0	0	N	N
BLSRCOTA	AOS32	same	UZ90098	UZ90098	2062	2062	Y	identical	identical	1	1	0	0	N	N
BLSRDUAL	AOS32	same	UZ90097	UZ90097	1350	1350	Y	differs	differs	1	1	9	9	N	N
BLSRDUCC	AOS32	same	EIP1102	EIP1102	841	841	Y	identical	identical	1	1	0	0	N	N
BLSRDUCK	AOS32	same	EIP1102	EIP1102	649	649	Y	identical	identical	1	1	0	0	N	N
BLSRDUCL	AOS32	same	EIP1102	EIP1102	753	753	Y	identical	identical	1	1	0	0	N	N
BLSRDUIH	AOS32	same	UZ28623	UZ28623	1070	1070	Y	differs	differs	1	1	9	9	N	N
BLSRDUIN	AOS32	rmid-differs	UZ58273	UZ56228	1774	1758	N	differs	differs	1	1	10	0	N	Y
BLSRDUIS	AOS32	same	UZ36195	UZ36195	1614	1614	Y	differs	differs	1	1	2	2	N	N
BLSRDUOP	AOS32	same	UZ55485	UZ55485	1854	1854	Y	differs	differs	1	1	11	11	N	N
BLSRDUSC	AOS32	same	UZ90097	UZ90097	2572	2572	Y	differs	differs	2	2	0	0	Y	Y
BLSRESGE	AOS32	same	UZ28623	UZ28623	1150	1150	Y	differs	differs	1	1	3	3	N	N
BLSRESGQ	AOS32	same	EIP1102	EIP1102	513	513	Y	identical	identical	1	1	0	0	N	N
BLSRESGU	AOS32	same	EIP1102	EIP1102	705	705	Y	identical	identical	1	1	0	0	N	N
BLSRESSA	AOS32	same	UZ90098	UZ90098	590	590	Y	identical	identical	1	1	0	0	N	N
BLSRFMOD	AOS32	same	EIP1102	EIP1102	4080	4080	Y	identical	identical	2	2	0	0	N	N
BLSRFUCB	AOS32	same	EIP1102	EIP1102	1640	1640	Y	identical	identical	2	2	0	0	N	N
BLSRIOSK	AOS32	same	UZ26085	UZ26085	4288	4288	Y	identical	identical	2	2	0	0	N	N
BLSRMSGA	AOS32	same	UZ28623	UZ28623	950	950	Y	differs	differs	1	1	5	5	N	N
BLSRMSGD	AOS32	same	EIP1102	EIP1102	1049	1049	Y	identical	identical	1	1	0	0	N	N
BLSRPADS	AOS32	same	EIP1102	EIP1102	985	985	Y	identical	identical	1	1	0	0	N	N
BLSRRACR	AOS32	same	UZ31366	UZ31366	1606	1606	Y	differs	differs	1	1	5	5	N	N
BLSRRACV	AOS32	same	UZ28623	UZ28623	2014	2014	Y	differs	differs	1	1	4	4	N	N
BLSRSAG	AOS32	same	EIP1102	EIP1102	1481	1481	Y	identical	identical	1	1	0	0	N	N
BLSRSAGE	AOS32	same	EIP1102	EIP1102	561	561	Y	identical	identical	1	1	0	0	N	N
BLSRSAGN	AOS32	same	UZ28623	UZ28623	1110	1110	Y	differs	differs	1	1	13	13	N	N
BLSRSAGQ	AOS32	same	EIP1102	EIP1102	537	537	Y	identical	identical	1	1	0	0	N	N
BLSRSAGU	AOS32	same	EIP1102	EIP1102	657	657	Y	identical	identical	1	1	0	0	N	N
BLSRSAPC	AOS32	same	EIP1102	EIP1102	1017	1017	Y	identical	identical	1	1	0	0	N	N
BLSRST00	AOS32	same	UZ34630	UZ34630	4812	4812	Y	identical	identical	2	2	0	0	N	N
BLSRSURB	AOS32	same	UZ30908	UZ30908	3662	3662	Y	identical	identical	1	1	0	0	N	N
BLSRSUTC	AOS32	rmid-differs	UZ60529	UZ54003	3325	3334	N	identical	differs	1	1	0	0	N	Y
BLSRSYRB	AOS32	same	EIP1102	EIP1102	841	841	Y	identical	identical	1	1	0	0	N	N
BLSRVECT	AOS32	same	UZ90098	UZ90098	4810	4810	Y	identical	identical	1	1	0	0	N	N
BLSRVPAD	AOS32	same	EIP1102	EIP1102	569	569	Y	identical	identical	1	1	0	0	N	N
BLSRVPAS	AOS32	same	UZ31058	UZ31058	934	934	Y	differs	differs	1	1	2	2	N	N
BLSRVPCP	AOS32	same	UZ90098	UZ90098	1126	1126	Y	differs	differs	1	1	20	20	N	N
BLSRVPTC	AOS32	same	UZ90097	UZ90097	718	718	Y	identical	identical	1	1	0	0	N	N
BLSRVPVS	AOS32	same	EIP1102	EIP1102	457	457	Y	identical	identical	1	1	0	0	N	N
BLSSCOMM	AOS32	same	UZ35265	UZ35265	934	934	Y	differs	differs	1	1	15	15	N	N
BLSSCVT2	AOS32	same	UZ90098	UZ90098	918	918	Y	identical	identical	1	1	0	0	N	N
BLSSPCCA	AOS32	same	UZ29043	UZ29043	1686	1686	Y	differs	differs	1	1	11	11	N	N
BLSSPFT	AOS32	same	UZ29043	UZ29043	1094	1094	Y	differs	differs	1	1	12	12	N	N
BLSSPRIV	AOS32	same	UZ35265	UZ35265	958	958	Y	differs	differs	1	1	4	4	N	N
BLSSUCB	AOS32	same	UZ29043	UZ29043	2926	2926	Y	differs	differs	1	1	12	12	N	N
BLST01	AOS32	same	EIP1102	EIP1102	665	665	Y	identical	identical	1	1	0	0	N	N
BLST02	AOS32	same	EIP1102	EIP1102	601	601	Y	identical	identical	1	1	0	0	N	N
BLST04	AOS32	same	EIP1102	EIP1102	577	577	Y	identical	identical	1	1	0	0	N	N
BLST04A	AOS32	same	EIP1102	EIP1102	753	753	Y	identical	identical	1	1	0	0	N	N
BLST04BS	AOS32	same	EIP1102	EIP1102	801	801	Y	identical	identical	1	1	0	0	N	N
BLST04CV	AOS32	same	EIP1102	EIP1102	993	993	Y	identical	identical	1	1	0	0	N	N
BLST05	AOS32	same	EIP1102	EIP1102	1713	1713	Y	differs	differs	1	1	2	2	N	N
