module	distlib	tk5_rmid	ce_rmid	state
FCB3STD3	AOSD0	EDM1102	EDM1102	same
FTPD	AFTPDLOD		TFTP100	only-CE
GENRMT	AOSH1	EML1102	EML1102	same
GRAF	AOSD0	EDM1102	EDM1102	same
GRAFSPC1	AOSD0	EDM1102	EDM1102	same
HASPACCT	AOSH3	UZ60375	UZ37263	rmid-differs
HASPBLKS	AOSH3	EJE1103	EJE1103	same
HASPCOMM	AOSH3	UZ79531	UZ54837	rmid-differs
HASPCON	AOSH3	UZ76165	UZ37263	rmid-differs
HASPFMT0	AOSH3	EJE1103	EJE1103	same
HASPFMT1	AOSH3	EJE1103	EJE1103	same
HASPFMT2	AOSH3	EJE1103	EJE1103	same
HASPFMT3	AOSH3	EJE1103	EJE1103	same
HASPFMT4	AOSH3	EJE1103	EJE1103	same
HASPFMT5	AOSH3	EJE1103	EJE1103	same
HASPINIT	AOSH3	UZ76165	UZ54837	rmid-differs
HASPMISC	AOSH3	UZ79531	UZ54837	rmid-differs
HASPNUC	AOSH3	UZ77164	UZ54837	rmid-differs
HASPPRPU	AOSH3	UZ76165	UZ54837	rmid-differs
HASPRDR	AOSH3	UZ77164	UZ54837	rmid-differs
HASPRTAM	AOSH3	UZ79531	UZ54837	rmid-differs
HASPSSSM	AOSH3	UZ77164	UZ54837	rmid-differs
HASPXEQ	AOSH3	UZ76165	UZ54837	rmid-differs
HEWLDIDY	AOS05	EPM1102	EPM1102	same
HEWLDIOC	AOS05	UZ72791	EPM1102	rmid-differs
HEWLDLIB	AOS05	UZ64372	EPM1102	rmid-differs
HEWLDREL	AOS05	EPM1102	EPM1102	same
HEWLDRGO	AOS05	EPM1102	EPM1102	same
HEWLFADA	AOS04	UZ74418	UZ37156	rmid-differs
HEWLFAPT	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFBTP	AOS04	UZ75395	UZ37156	rmid-differs
HEWLFEND	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFENS	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFENT	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFESD	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFFNL	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFIDR	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFINC	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFINP	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFINT	AOS04	UZ48373	UZ37156	rmid-differs
HEWLFMAP	AOS04	UZ75804	UZ37156	rmid-differs
HEWLFOPT	AOS04	UZ48373	UZ37156	rmid-differs
HEWLFOUT	AOS04	UZ75398	UZ56772	rmid-differs
HEWLFRAT	AOS04	UZ41342	UZ54638	rmid-differs
HEWLFRCG	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFREL	AOS04	UZ72443	UZ37156	rmid-differs
HEWLFROU	AOS04	UZ69717	UZ57947	rmid-differs
HEWLFSCD	AOS04	UZ69717	UZ37156	rmid-differs
HEWLFSCN	AOS04	UZ69717	UZ53873	rmid-differs
HEWLFSYM	AOS04	UZ69717	UZ37156	rmid-differs
HMASMAAR	AOS12	UR01715	UR01715	same
HMASMADD	AOS12	UR00136	UR00136	same
HMASMALC	AOS12	UR01050	UR01050	same
HMASMAR1	AOS12	UR04551	UR04551	same
HMASMAR2	AOS12	UR02446	UR02446	same
HMASMAR3	AOS12	UR08356	UR08356	same
HMASMAR4	AOS12	UR01071	UR01071	same
HMASMARL	AOS12	ESY1400	ESY1400	same
HMASMASI	AOS12	UR01715	UR01715	same
HMASMASM	AOS12	ESY1400	ESY1400	same
HMASMBDL	AOS12	UR00400	UR00400	same
HMASMBUE	AOS12	UR01071	UR01071	same
HMASMBUR	AOS12	UR13349	UR13349	same
HMASMCIL	AOS12	ESY1400	ESY1400	same
HMASMCMP	AOS12	UR01050	UR01050	same
HMASMCOM	AOS12	UR01071	UR01071	same
HMASMCP2	AOS12	UR00176	UR00176	same
HMASMCPI	AOS12	UR05565	UR05565	same
HMASMCPL	AOS12	UR17644	UR17644	same
HMASMCPY	AOS12	UR00824	UR00824	same
HMASMCRD	AOS12	UR01071	UR01071	same
HMASMCRW	AOS12	UR03386	UR03386	same
HMASMDC1	AOS12	UR12812	UR12812	same
HMASMDC2	AOS12	UR19590	UR19590	same
HMASMDLE	AOS12	UR10931	UR10931	same
HMASMDR1	AOS12	UR00400	UR00400	same
HMASMDR2	AOS12	UR00824	UR00824	same
HMASMDRV	AOS12	UR03387	UR03387	same
HMASMDS1	AOS12	UR00745	UR00745	same
HMASMDSU	AOS12	UR00519	UR00519	same
HMASMEFR	AOS12	UR01071	UR01071	same
HMASMEIS	AOS12	UR01071	UR01071	same
HMASMFPT	AOS12	UR00419	UR00419	same
HMASMFVL	AOS12	UR00419	UR00419	same
HMASMFXF	AOS12	ESY1400	ESY1400	same
HMASMGTA	AOS12	UR03386	UR03386	same
HMASMIDU	AOS12	UR03387	UR03387	same
HMASMIO	AOS12	UR03386	UR03386	same
HMASMIO1	AOS12	UR90008	UR90008	same
HMASMION	AOS12	UR00419	UR00419	same
HMASMLC1	AOS12	UR00594	UR00594	same
HMASMLCC	AOS12	UR09316	UR09316	same
HMASMLCD	AOS12	UR03129	UR03129	same
HMASMLCP	AOS12	UR00535	UR00535	same
HMASMLID	AOS12	UR08050	UR08050	same
HMASMLKD	AOS12	UR04732	UR04732	same
HMASMLKI	AOS12	UR03129	UR03129	same
HMASMLOG	AOS12	UR01071	UR01071	same
HMASMMDR	AOS12	UR12812	UR12812	same
HMASMMPA	AOS12	UR12812	UR12812	same
HMASMMPD	AOS12	UR12812	UR12812	same
HMASMMPE	AOS12	UR03129	UR03129	same
HMASMMPH	AOS12	UR12812	UR12812	same
HMASMMPI	AOS12	UR00162	UR00162	same
HMASMMPL	AOS12	UR12812	UR12812	same
HMASMMPV	AOS12	UR00162	UR00162	same
HMASMMSG	AOS12	UR01071	UR01071	same
HMASMPGC	AOS12	UR03386	UR03386	same
HMASMPIN	AOS12	UR01071	UR01071	same
HMASMRCC	AOS12	UR00594	UR00594	same
HMASMRCD	AOS12	UR03386	UR03386	same
HMASMRCF	AOS12	UR04540	UR04540	same
HMASMRCL	AOS12	UR01715	UR01715	same
HMASMRDS	AOS12	ESY1400	ESY1400	same
HMASMREC	AOS12	UR17644	UR17644	same
HMASMREJ	AOS12	UR00745	UR00745	same
HMASMRJD	AOS12	UR00745	UR00745	same
HMASMSCN	AOS12	UR00162	UR00162	same
HMASMSEC	AOS12	UR00535	UR00535	same
HMASMSER	AOS12	UR02446	UR02446	same
HMASMSTA	AOS12	UR00745	UR00745	same
HMASMSUB	AOS12	UR00594	UR00594	same
HMASMSUP	AOS12	UR19590	UR19590	same
HMASMTAD	AOS12	UR03129	UR03129	same
HMASMTAI	AOS12	UR08050	UR08050	same
HMASMTBL	AOS12	UR02141	UR02141	same
HMASMTBM	AOS12	ESY1400	ESY1400	same
HMASMTCL	AOS12	UR03387	UR03387	same
HMASMTCR	AOS12	UR00745	UR00745	same
HMASMTD1	AOS12	UR01050	UR01050	same
HMASMTDD	AOS12	UR03387	UR03387	same
HMASMTEC	AOS12	UR00419	UR00419	same
HMASMTID	AOS12	ESY1400	ESY1400	same
HMASMTL1	AOS12	UR00453	UR00453	same
HMASMTL2	AOS12	UR08050	UR08050	same
HMASMTL3	AOS12	ESY1400	ESY1400	same
HMASMTM1	AOS12	UR03387	UR03387	same
HMASMTM2	AOS12	UR00745	UR00745	same
HMASMTM3	AOS12	UR00745	UR00745	same
HMASMTM4	AOS12	UR13349	UR13349	same
HMASMTMD	AOS12	UR13349	UR13349	same
HMASMTMJ	AOS12	UR01050	UR01050	same
HMASMTMS	AOS12	UR15994	UR15994	same
HMASMTMW	AOS12	UR01071	UR01071	same
HMASMTP2	AOS12	UR01050	UR01050	same
HMASMTPA	AOS12	UR19590	UR19590	same
HMASMTPC	AOS12	ESY1400	ESY1400	same
HMASMTPD	AOS12	UR01366	UR01366	same
HMASMTPL	AOS12	UR03815	UR03815	same
HMASMTPO	AOS12	UR03386	UR03386	same
HMASMTPR	AOS12	UR10931	UR10931	same
HMASMTPS	AOS12	UR02141	UR02141	same
HMASMTR1	AOS12	UR00176	UR00176	same
HMASMTRM	AOS12	UR03387	UR03387	same
HMASMTSB	AOS12	UR01050	UR01050	same
HMASMUC1	AOS12	UR03387	UR03387	same
HMASMUC2	AOS12	UR01050	UR01050	same
HMASMUC3	AOS12	UR04551	UR04551	same
HMASMUC4	AOS12	UR01715	UR01715	same
HMASMUCD	AOS12	ESY1400	ESY1400	same
HMASMULI	AOS12	UR01071	UR01071	same
HMASMULK	AOS12	UR00824	UR00824	same
HMASMUPD	AOS12	UR01050	UR01050	same
HMASMUPI	AOS12	UR00824	UR00824	same
HMASMUXC	AOS12	UR01366	UR01366	same
HMASMUXD	AOS12	ESY1400	ESY1400	same
HMASMVLU	AOS12	ESY1400	ESY1400	same
HMASMXRF	AOS12	UR00162	UR00162	same
HMASMZAP	AOS12	UR00824	UR00824	same
HMBLKCTL	AOS12	UZ62743	UZ52061	rmid-differs
HMBLKERR	AOS12	EPM1102	EPM1102	same
HMBLKIDR	AOS12	UZ52497	UZ52497	same
HMBLKLDM	AOS12	UZ58963	EPM1102	rmid-differs
HMBLKLPA	AOS12	EPM1102	EPM1102	same
HMBLKMSG	AOS12	EPM1102	EPM1102	same
HMBLKOBJ	AOS12	UZ71624	EPM1102	rmid-differs
HMBLKSZE	AOS12	UZ52061	UZ52061	same
HMBLKXRF	AOS12	UZ58963	EPM1102	rmid-differs
HTTPD	AHTTPLOD		THTP400	only-CE
HTTPDM	AHTTPLOD		THTP400	only-CE
HTTPDMTT	AHTTPLOD		THTP400	only-CE
HTTPDSRV	AHTTPLOD		THTP400	only-CE
IAPABNAP	AOSU0	EDS1102	EDS1102	same
IAPBLDIO	AOSU0	EDS1102	EDS1102	same
IAPCHKIO	AOSU0	EDS1102	EDS1102	same
IAPCNTRL	AOSU0	EDS1102	EDS1102	same
IAPPFXAP	AOSU0	EDS1102	EDS1102	same
IAPTIMER	AOSU0	EDS1102	EDS1102	same
IASFCB26	AOSD0	UY12602	EXW1102	rmid-differs
IASFCB28	AOSD0	UY12602	EXW1102	rmid-differs
IASXSD81	AOSB0	UY00372	UZ26378	rmid-differs
IASXSD82	AOSB0	UY21852	UZ51711	rmid-differs
IASXWR00	AOSB0	UY20325	UZ26378	rmid-differs
ICB2ACT	AOSD0	UZ37214	UZ37214	same
ICB2AEA	AOSD0	EMS1102	EMS1102	same
ICB2AIR	AOSD0	UZ56085	UZ56085	same
ICB2ATTN	AOSD0	UZ23862	UZ23862	same
ICB2MSG	AOSD0	UZ38523	UZ56366	rmid-differs
ICB2SIOB	AOSD0	UZ23092	UZ23092	same
ICB2SIOF	AOSD0	UZ58252	UZ29280	rmid-differs
ICBINIT	AOSD0	EMS1102	EMS1102	same
ICBIORSI	AOSD0	UZ24629	UZ24629	same
ICBME	AOSD0	EMS1102	EMS1102	same
ICBMSG05	AOSD0	UZ39347	UZ55256	rmid-differs
ICBMSG56	AOSD0	UZ71727	UZ52095	rmid-differs
ICBPRGIO	AOSD0	UZ23092	UZ23092	same
ICBTMSS0	AOSD0	UZ71105	UZ32933	rmid-differs
ICBVCR00	AOSD0	UY00729	EMS1102	rmid-differs
ICBVDM00	AOSD0	UZ51239	EMS1102	rmid-differs
ICBVDR00	AOSD0	EMS1102	EMS1102	same
ICBVDR01	AOSD0	UY03283	UZ32486	rmid-differs
ICBVEX00	AOSD0	EMS1102	EMS1102	same
ICBVIN00	AOSD0	UZ38355	UZ55945	rmid-differs
ICBVIN02	AOSD0	UZ55058	UZ55058	same
ICBVIO00	AOSD0	EMS1102	EMS1102	same
ICBVJL00	AOSD0	UZ59949	UZ34318	rmid-differs
ICBVMG00	AOSD0	UY01975	UZ57284	rmid-differs
ICBVMS00	AOSD0	UZ90149	UZ90149	same
ICBVMT00	AOSD0	UY01975	UZ90149	rmid-differs
ICBVOP00	AOSD0	EMS1102	EMS1102	same
ICBVPI00	AOSD0	EMS1102	EMS1102	same
ICBVPR00	AOSD0	UY20289	UZ51972	rmid-differs
ICBVQM00	AOSD0	UZ51239	UZ90149	rmid-differs
ICBVRR00	AOSD0	UZ49996	EMS1102	rmid-differs
ICBVSC00	AOSD0	UZ39935	UZ31814	rmid-differs
ICBVSL00	AOSD0	UY01975	UZ56714	rmid-differs
ICBVSP00	AOSD0	UZ34377	UZ34377	same
ICBVTM00	AOSD0	EMS1102	EMS1102	same
ICBVTP00	AOSD0	UY38165	UZ34732	rmid-differs
ICBVTP01	AOSD0	UZ38392	UZ34732	rmid-differs
ICBVUP00	AOSD0	EMS1102	EMS1102	same
ICBVUP01	AOSD0	EMS1102	EMS1102	same
ICBVUT00	AOSD0	UY01975	UZ54242	rmid-differs
ICBVUT01	AOSD0	UY01975	UZ56159	rmid-differs
ICBVUT03	AOSD0	UZ90149	UZ90149	same
ICFBDF00	AOSCE	UZ30456	UZ30456	same
ICFBDX00	AOSCE	EBB1102	EBB1102	same
ICFBIF00	AOSCE	UZ28475	UZ28475	same
ICFBIX00	AOSCE	EBB1102	EBB1102	same
ICGDSA01	AOSD0	EMS1102	EMS1102	same
ICGDSA02	AOSD0	EMS1102	EMS1102	same
ICGDSA04	AOSD0	EMS1102	EMS1102	same
ICGDSA05	AOSD0	UZ76429	UZ29041	rmid-differs
ICGDSA06	AOSD0	UZ23478	UZ23478	same
ICGDSA07	AOSD0	UZ26545	UZ26545	same
ICGDSA08	AOSD0	EMS1102	EMS1102	same
ICGDSA09	AOSD0	UZ29041	UZ29041	same
ICGDSANL	AOSD0	EMS1102	EMS1102	same
ICGDSB01	AOSD0	UZ90202	UZ52792	rmid-differs
ICGDSB03	AOSD0	UZ63343	UZ52792	rmid-differs
ICGDSB05	AOSD0	UZ90202	UZ26803	rmid-differs
ICGDSB06	AOSD0	UZ90202	UZ26803	rmid-differs
ICGDSB07	AOSD0	UZ90025	UZ90025	same
ICGDSB08	AOSD0	UZ90025	UZ90025	same
ICGDSB09	AOSD0	UZ90113	UZ90113	same
ICGDSB10	AOSD0	UZ90025	UZ90025	same
ICGDSB11	AOSD0	UZ90025	UZ90025	same
ICGDSB12	AOSD0	UZ90025	UZ90025	same
ICGDSB13	AOSD0	UZ90025	UZ90025	same
ICGDSB14	AOSD0	UZ90025	UZ90025	same
ICGDSB15	AOSD0	UZ90202	UZ90025	rmid-differs
ICGDSB16	AOSD0	UZ90025	UZ90025	same
ICGDSB18	AOSD0	UZ90113	UZ90113	same
ICGDSB19	AOSD0	UZ64281	UZ22729	rmid-differs
ICGDSB20	AOSD0	UZ68986	UZ35644	rmid-differs
ICGDSBLD	AOSD0	UZ75099	UZ34689	rmid-differs
ICGDSINT	AOSD0	UZ90202	UZ90025	rmid-differs
ICGDSMSG	AOSD0	EMS1102	EMS1102	same
ICGDSS01	AOSD0	EMS1102	EMS1102	same
ICGDSS02	AOSD0	EMS1102	EMS1102	same
ICGDSS04	AOSD0	EMS1102	EMS1102	same
ICGDSS05	AOSD0	EMS1102	EMS1102	same
ICGDSS06	AOSD0	UZ90113	UZ90113	same
ICGDSS08	AOSD0	UZ90202	UZ26803	rmid-differs
ICGDSS09	AOSD0	UZ38395	UZ31832	rmid-differs
ICGDSS99	AOSD0	EMS1102	EMS1102	same
ICGDSSCN	AOSD0	UZ90202	EMS1102	rmid-differs
ICGTRDST	AOSD0	UZ53994	UZ53994	same
ICGTRINT	AOSD0	UZ72110	UZ53363	rmid-differs
ICGTRSUM	AOSD0	EMS1102	EMS1102	same
ICGTRVID	AOSD0	EMS1102	EMS1102	same
ICKAA01	AOSU0	FDZ1610	FDZ1610	same
ICKAN01	AOSU0	UZ66662	FDZ1610	rmid-differs
ICKAN02	AOSU0	FDZ1610	FDZ1610	same
ICKAN03	AOSU0	FDZ1610	FDZ1610	same
ICKBI01	AOSU0	UY01018	FDZ1610	rmid-differs
ICKBM01	AOSU0	FDZ1610	FDZ1610	same
ICKCDAN	AOSU0	FDZ1610	FDZ1610	same
ICKCDBI	AOSU0	FDZ1610	FDZ1610	same
ICKCDIN	AOSU0	FDZ1610	FDZ1610	same
ICKCDIT	AOSU0	FDZ1610	FDZ1610	same
ICKCDRF	AOSU0	FDZ1610	FDZ1610	same
ICKCDTR	AOSU0	FDZ1610	FDZ1610	same
ICKCL01	AOSU0	EDS1102	EDS1102	same
ICKCV01	AOSU0	EDS1102	EDS1102	same
ICKDV00	AOSU0	UZ68412	FDZ1610	rmid-differs
ICKDV01	AOSU0	UZ68412	FDZ1610	rmid-differs
ICKDV02	AOSU0	UZ68412	FDZ1610	rmid-differs
ICKDV03	AOSU0	UZ74973	FDZ1610	rmid-differs
ICKDV04	AOSU0	UZ61637	FDZ1610	rmid-differs
ICKDV13	AOSU0	FDZ1610	FDZ1610	same
ICKEX01	AOSU0	FDZ1610	FDZ1610	same
ICKEX02	AOSU0	EDS1102	EDS1102	same
ICKEX03	AOSU0	EDS1102	EDS1102	same
ICKIN01	AOSU0	UZ79073	FDZ1610	rmid-differs
ICKIN02	AOSU0	UZ73141	FDZ1610	rmid-differs
ICKIO01	AOSU0	FDZ1610	FDZ1610	same
ICKIO02	AOSU0	FDZ1610	FDZ1610	same
ICKIT01	AOSU0	UZ74973	FDZ1610	rmid-differs
ICKPP01	AOSU0	UZ73117	FDZ1610	rmid-differs
ICKRA01	AOSU0	EDS1102	EDS1102	same
ICKRD01	AOSU0	EDS1102	EDS1102	same
ICKRF01	AOSU0	FDZ1610	FDZ1610	same
ICKRI01	AOSU0	UZ65154	FDZ1610	rmid-differs
ICKRI02	AOSU0	FDZ1610	FDZ1610	same
ICKRI03	AOSU0	EDS1102	EDS1102	same
ICKRIKT	AOSU0	FDZ1610	FDZ1610	same
ICKRILT	AOSU0	FDZ1610	FDZ1610	same
ICKRL01	AOSU0	EDS1102	EDS1102	same
ICKRP01	AOSU0	FDZ1610	FDZ1610	same
ICKRT01	AOSU0	EDS1102	EDS1102	same
ICKSA01	AOSU0	FDZ1610	FDZ1610	same
ICKSA02	AOSU0	FDZ1610	FDZ1610	same
ICKSA03	AOSU0	FDZ1610	FDZ1610	same
ICKSA04	AOSU0	FDZ1610	FDZ1610	same
ICKSA05	AOSU0	FDZ1610	FDZ1610	same
ICKSA08	AOSU0	FDZ1610	FDZ1610	same
ICKSA10	AOSU0	FDZ1610	FDZ1610	same
ICKSD01	AOSU0	FDZ1610	FDZ1610	same
ICKSD02	AOSU0	UZ74973	FDZ1610	rmid-differs
ICKTA01	AOSU0	FDZ1610	FDZ1610	same
ICKTP01	AOSU0	FDZ1610	FDZ1610	same
ICKTP04	AOSU0	EDS1102	EDS1102	same
ICKTP05	AOSU0	FDZ1610	FDZ1610	same
ICKTR01	AOSU0	FDZ1610	FDZ1610	same
ICKTR02	AOSU0	FDZ1610	FDZ1610	same
ICKTSAN0	AOSU0	FDZ1610	FDZ1610	same
ICKTSBI0	AOSU0	FDZ1610	FDZ1610	same
ICKTSCC0	AOSU0	FDZ1610	FDZ1610	same
ICKTSDV0	AOSU0	FDZ1610	FDZ1610	same
ICKTSEF0	AOSU0	FDZ1610	FDZ1610	same
ICKTSEF1	AOSU0	UZ74973	FDZ1610	rmid-differs
ICKTSEX0	AOSU0	FDZ1610	FDZ1610	same
ICKTSIO0	AOSU0	FDZ1610	FDZ1610	same
ICKTSRI0	AOSU0	UZ65154	FDZ1610	rmid-differs
ICKTSSA0	AOSU0	FDZ1610	FDZ1610	same
ICKTSTP0	AOSU0	EDS1102	EDS1102	same
ICKTSTP1	AOSU0	FDZ1610	FDZ1610	same
ICKTSUV0	AOSU0	FDZ1610	FDZ1610	same
ICKUSER1	AOSU0	FDZ1610	FDZ1610	same
ICKVA01	AOSU0	FDZ1610	FDZ1610	same
ICKVD01	AOSU0	EDS1102	EDS1102	same
ICKVLBL	AOSU0	FDZ1610	FDZ1610	same
ICKVP01	AOSU0	EDS1102	EDS1102	same
ICKVV01	AOSU0	FDZ1610	FDZ1610	same
ICKWI01	AOSU0	UZ72085	FDZ1610	rmid-differs
ICKWL01	AOSU0	FDZ1610	FDZ1610	same
ICKWV01	AOSU0	UZ68852	FDZ1610	rmid-differs
IDA0192A	AOSA0	UZ74545	UZ56097	rmid-differs
IDA0192B	AOSA0	UZ73172	UZ26147	rmid-differs
IDA0192C	AOSA0	UZ72378	UZ36755	rmid-differs
IDA0192D	AOSA0	UZ56839	UZ56839	same
IDA0192F	AOSA0	UZ69609	UZ28701	rmid-differs
IDA0192G	AOSA0	EDM1102	EDM1102	same
IDA0192I	AOSA0	UZ24186	UZ24186	same
IDA0192M	AOSA0	UZ74799	EDM1102	rmid-differs
IDA0192P	AOSA0	UZ55411	UZ55411	same
IDA0192S	AOSA0	UZ27798	UZ27798	same
IDA0192V	AOSA0	UZ60241	UZ35166	rmid-differs
IDA0192W	AOSA0	EDM1102	EDM1102	same
IDA0192Y	AOSA0	UZ74897	UZ56628	rmid-differs
IDA0192Z	AOSA0	UY04882	UZ56097	rmid-differs
IDA0195A	AOSA0	EDM1102	EDM1102	same
IDA019C1	AOSA0	UZ50839	UZ53350	rmid-differs
IDA019R1	AOSA0	UZ38699	UZ30330	rmid-differs
IDA019R2	AOSA0	UZ38213	UZ30328	rmid-differs
IDA019R4	AOSA0	UZ71742	UZ56837	rmid-differs
IDA019R5	AOSA0	UZ61860	UZ56255	rmid-differs
IDA019R8	AOSA0	UZ79124	UZ37832	rmid-differs
IDA019RA	AOSA0	UZ73847	UZ24156	rmid-differs
IDA019RB	AOSA0	EDM1102	EDM1102	same
IDA019RC	AOSA0	EDM1102	EDM1102	same
IDA019RD	AOSA0	UZ22408	UZ22408	same
IDA019RE	AOSA0	UZ65704	UZ37771	rmid-differs
IDA019RF	AOSA0	UZ74831	UZ54276	rmid-differs
IDA019RG	AOSA0	UZ78287	EDM1102	rmid-differs
IDA019RH	AOSA0	UZ36732	UZ36732	same
IDA019RI	AOSA0	UZ78287	UZ24465	rmid-differs
IDA019RJ	AOSA0	UZ78287	UZ36732	rmid-differs
IDA019RK	AOSA0	UZ69605	UZ36730	rmid-differs
IDA019RL	AOSA0	UZ59560	UZ37845	rmid-differs
IDA019RM	AOSA0	UZ70957	UZ27997	rmid-differs
IDA019RN	AOSA0	UZ57928	UZ31385	rmid-differs
IDA019RO	AOSA0	UZ57355	UZ22906	rmid-differs
IDA019RP	AOSA0	UY10582	UZ52080	rmid-differs
IDA019RQ	AOSA0	UZ47564	UZ35343	rmid-differs
IDA019RR	AOSA0	UZ40855	UZ36594	rmid-differs
IDA019RS	AOSA0	UZ65257	UZ36370	rmid-differs
IDA019RT	AOSA0	EDM1102	EDM1102	same
IDA019RU	AOSA0	UZ68578	UZ56837	rmid-differs
IDA019RV	AOSA0	EDM1102	EDM1102	same
IDA019RW	AOSA0	UZ26877	UZ26877	same
IDA019RX	AOSA0	UZ41209	UZ56967	rmid-differs
IDA019RY	AOSA0	UZ47349	UZ36730	rmid-differs
IDA019RZ	AOSA0	UZ45189	UZ28450	rmid-differs
IDA019S1	AOSA0	UZ74841	EDM1102	rmid-differs
IDA019S2	AOSA0	UZ74841	UZ57027	rmid-differs
IDA019S4	AOSC5	UZ74841	EDM1102	rmid-differs
IDA019S6	AOSA0	UZ60863	UZ27917	rmid-differs
IDA019SA	AOSA0	UZ56253	UZ56253	same
IDA019SB	AOSC5	UZ36218	UZ36218	same
IDA019SE	AOSA0	UZ57928	UZ36730	rmid-differs
IDA019SF	AOSA0	UZ65704	EDM1102	rmid-differs
IDA019SG	AOSA0	UZ90008	UZ90008	same
IDA019SH	AOSA0	UZ90008	UZ90008	same
IDA019SL	AOSA0	UZ37737	UZ37737	same
IDA019SM	AOSA0	UZ90008	UZ90008	same
IDA019SN	AOSA0	EDM1102	EDM1102	same
IDA019ST	AOSA0	UZ79831	UZ30219	rmid-differs
IDA019SU	AOSA0	UZ79831	UZ33012	rmid-differs
IDA0200B	AOSA0	UZ81213	UZ52782	rmid-differs
IDA0200S	AOSA0	UZ77738	UZ34965	rmid-differs
IDA0200T	AOSA0	UZ40024	UZ35972	rmid-differs
IDA0231B	AOSA0	UZ31152	UZ31152	same
IDA0231T	AOSA0	UZ39009	UZ30832	rmid-differs
IDA0557A	AOSA0	UZ73436	UZ54639	rmid-differs
IDA0A05B	AOSA0	UZ40565	UZ56664	rmid-differs
IDA0C05B	AOSA0	EDM1102	EDM1102	same
IDA0C06C	AOSA0	UZ70803	UZ56664	rmid-differs
IDA0I96C	AOSA0	UZ37354	UZ37354	same
IDA121A2	AOSC5	UZ34640	UZ34640	same
IDA121A3	AOSC5	UZ74841	UZ36360	rmid-differs
IDA121A4	AOSC5	UZ74841	UZ28833	rmid-differs
IDA121A5	AOSC5	UZ56343	UZ56343	same
IDA121A6	AOSC5	UZ30327	UZ30327	same
IDA121CV	AOSC5	UZ68843	EDM1102	rmid-differs
IDACAT11	AOSA0	UZ66340	UZ32834	rmid-differs
IDACAT12	AOSA0	UZ32834	UZ32834	same
IDACAT13	AOSA0	UZ34255	UZ34255	same
IDACAT21	AOSU0	UZ35336	UZ35336	same
IDACKRA1	AOSA0	EDM1102	EDM1102	same
IDAICIA1	AOSA0	UZ30800	UZ30800	same
IDAIIFBF	AOSA0	EDM1102	EDM1102	same
IDAIIPM1	AOSA0	UZ27151	UZ27151	same
IDAIIPM2	AOSA0	EDM1102	EDM1102	same
IDAIIPM3	AOSA0	UZ72677	UZ31841	rmid-differs
IDAIISM1	AOSA0	UZ31048	UZ31048	same
IDAM19R3	AOSC5	UZ42857	UZ56344	rmid-differs
IDAOCEA1	AOSA0	UZ73436	UZ28002	rmid-differs
IDAOCEA2	AOSA0	UZ63830	UZ37483	rmid-differs
IDAOCEA3	AOSA0	EDM1102	EDM1102	same
IDAOCEA4	AOSA0	EDM1102	EDM1102	same
IDAVBPC1	AOSA0	UZ61349	UZ52124	rmid-differs
IDAVBPJ1	AOSA0	EDM1102	EDM1102	same
IDAVBPJ2	AOSA1	EDM1102	EDM1102	same
IDAVBPO1	AOSA0	UZ28732	UZ28732	same
IDAVBPP1	AOSA0	UZ61349	UZ52124	rmid-differs
IDAVBPR1	AOSA0	EDM1102	EDM1102	same
IDAVBPR2	AOSA0	EDM1102	EDM1102	same
IDAVBPS1	AOSA0	EDM1102	EDM1102	same
IDAVBPS2	AOSA0	EDM1102	EDM1102	same
IDCAL01	AOSU0	UZ67828	UZ32723	rmid-differs
IDCAM01	ACMDLIB	EDM1102	EDM1102	same
IDCAM02	ACMDLIB	EDM1102	EDM1102	same
IDCAU01	AOSU0	EMS1102	EMS1102	same
IDCAU02	AOSU0	EMS1102	EMS1102	same
IDCAU03	AOSU0	UZ34277	UZ34277	same
IDCAV01	AOSU0	EMS1102	EMS1102	same
IDCBI01	AOSU0	UZ76648	UZ51920	rmid-differs
IDCCC01	AOSU0	UZ73075	EDM1102	rmid-differs
IDCCDAL	AOSU0	EDM1102	EDM1102	same
IDCCDAU	AOSU0	EMS1102	EMS1102	same
IDCCDAV	AOSU0	EMS1102	EMS1102	same
IDCCDBI	AOSU0	EDM1102	EDM1102	same
IDCCDCC	AOSU0	EDM1102	EDM1102	same
IDCCDCH	AOSU0	UZ90118	UZ90118	same
IDCCDCK	AOSU0	EDM1102	EDM1102	same
IDCCDCN	AOSU0	EMS1102	EMS1102	same
IDCCDCO	AOSU0	EMS1102	EMS1102	same
IDCCDCP	AOSU0	EMS1102	EMS1102	same
IDCCDCT	AOSU0	EMS1102	EMS1102	same
IDCCDCV	AOSU0	EMS1102	EMS1102	same
IDCCDDE	AOSU0	EDM1102	EDM1102	same
IDCCDDL	AOSU0	EDM1102	EDM1102	same
